observation_date,JTSJOL_20100811,JTSJOL_20100908,JTSJOL_20101007,JTSJOL_20101109,JTSJOL_20101207,JTSJOL_20110111,JTSJOL_20110208,JTSJOL_20110311,JTSJOL_20110413,JTSJOL_20110511,JTSJOL_20110607,JTSJOL_20110712,JTSJOL_20110810,JTSJOL_20110907,JTSJOL_20111012,JTSJOL_20111108,JTSJOL_20111213,JTSJOL_20120110,JTSJOL_20120207,JTSJOL_20120313,JTSJOL_20120410,JTSJOL_20120508,JTSJOL_20120619,JTSJOL_20120710,JTSJOL_20120807,JTSJOL_20120911,JTSJOL_20121010,JTSJOL_20121106,JTSJOL_20121211,JTSJOL_20130110,JTSJOL_20130212,JTSJOL_20130312,JTSJOL_20130409,JTSJOL_20130507,JTSJOL_20130611,JTSJOL_20130709,JTSJOL_20130806,JTSJOL_20130910,JTSJOL_20131024,JTSJOL_20131122,JTSJOL_20131210,JTSJOL_20140117,JTSJOL_20140211,JTSJOL_20140311,JTSJOL_20140408,JTSJOL_20140509,JTSJOL_20140610,JTSJOL_20140708,JTSJOL_20140812,JTSJOL_20140909,JTSJOL_20141007,JTSJOL_20141113,JTSJOL_20141209,JTSJOL_20150113,JTSJOL_20150210,JTSJOL_20150310,JTSJOL_20150407,JTSJOL_20150512,JTSJOL_20150609,JTSJOL_20150707,JTSJOL_20150812,JTSJOL_20150909,JTSJOL_20151016,JTSJOL_20151112,JTSJOL_20151208,JTSJOL_20160112,JTSJOL_20160209,JTSJOL_20160317,JTSJOL_20160405,JTSJOL_20160510,JTSJOL_20160608,JTSJOL_20160712,JTSJOL_20160810,JTSJOL_20160907,JTSJOL_20161012,JTSJOL_20161108,JTSJOL_20161207,JTSJOL_20170110,JTSJOL_20170207,JTSJOL_20170316,JTSJOL_20170411,JTSJOL_20170509,JTSJOL_20170606,JTSJOL_20170711,JTSJOL_20170808,JTSJOL_20170912,JTSJOL_20171011,JTSJOL_20171107,JTSJOL_20171211,JTSJOL_20180109,JTSJOL_20180206,JTSJOL_20180316,JTSJOL_20180413,JTSJOL_20180508,JTSJOL_20180605,JTSJOL_20180710,JTSJOL_20180807,JTSJOL_20180911,JTSJOL_20181016,JTSJOL_20181106,JTSJOL_20181210,JTSJOL_20190108,JTSJOL_20190212,JTSJOL_20190315,JTSJOL_20190409,JTSJOL_20190507,JTSJOL_20190610,JTSJOL_20190709,JTSJOL_20190806,JTSJOL_20190910,JTSJOL_20191009,JTSJOL_20191105,JTSJOL_20191217,JTSJOL_20200117,JTSJOL_20200211,JTSJOL_20200317,JTSJOL_20200407
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363,5357,5357,5357,5357,5357,5357,5357,5386,5386,5386,5386,5386,5386,5386,5386,5386,5386,5386,5386,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5426,5426,5426,5426,5426,5426,5424,5424,5424,5424,5424,5424,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5599,5599
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249,5323,5323,5323,5323,5323,5323,5168,5168,5168,5168,5168,5168,5168,5168,5168,5168,5168,5168,5189,5189,5189,5189,5189,5189,5189,5189,5189,5189,5189,5189,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5259,5259,5259,5259,5259,5259,5259,5259,5259,5259,5259,5259,5263,5263
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753,5668,5668,5668,5668,5668,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5864,5864,5864,5864,5864,5864,5863,5863,5863,5863,5863,5863,6147,6147,6147,6147,6147,6147,6147,6147,6147,6147,6147,6147,6143,6143
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5370,5377,5377,5377,5377,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5517,5517,5517,5517,5517,5517,5517,5517,5517,5517,5517,5517,5510,5510
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526,5534,5534,5534,5360,5360,5360,5360,5360,5360,5360,5360,5360,5360,5360,5360,5414,5414,5414,5414,5414,5414,5414,5414,5414,5414,5414,5414,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5445,5445
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5383,5349,5349,5422,5422,5422,5422,5422,5422,5422,5422,5422,5422,5422,5422,5484,5484,5484,5484,5484,5484,5484,5484,5484,5484,5484,5484,5538,5538,5538,5538,5538,5538,5536,5536,5536,5536,5536,5536,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5832,5832
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431,5346,5198,5198,5198,5198,5198,5198,5198,5198,5198,5198,5198,5198,5221,5221,5221,5221,5221,5221,5221,5221,5221,5221,5221,5221,5227,5227,5227,5227,5227,5227,5225,5225,5225,5225,5225,5225,5564,5564,5564,5564,5564,5564,5564,5564,5564,5564,5564,5564,5573,5573
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5607,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5395,5395,5395,5395,5395,5395,5396,5396,5396,5396,5396,5396,5678,5678,5678,5678,5678,5678,5678,5678,5678,5678,5678,5678,5676,5676
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,5604,5604,5604,5604,5604,5604,5604,5604,5604,5604,5604,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5729,5729,5729,5729,5729,5729,5726,5726,5726,5726,5726,5726,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5994,5994
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5566,5566,5566,5566,5566,5566,5566,5566,5566,5566,5566,5566,5600,5600,5600,5600,5600,5600,5601,5601,5601,5601,5601,5601,5747,5747,5747,5747,5747,5747,5747,5747,5747,5747,5747,5747,5757,5757
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757,5670,5670,5670,5670,5670,5670,5670,5670,5670,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5944,5944,5944,5944,5944,5944,5944,5944,5944,5944,5944,5944,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6137,6137
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788,5845,5845,5845,5845,5845,5845,5845,5845,5643,5643,5643,5643,5643,5643,5643,5643,5643,5643,5643,5643,5893,5893,5893,5893,5893,5893,5892,5892,5892,5892,5892,5892,5872,5872,5872,5872,5872,5872,5872,5872,5872,5872,5872,5872,5868,5868
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,5514,5514,5514,5514,5514,5514,5514,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5696,5696,5696,5696,5696,5696,5695,5695,5695,5695,5695,5695,5775,5775,5775,5775,5775,5775,5775,5775,5775,5775,5775,5775,5812,5812
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5624,5643,5643,5643,5643,5643,5643,5535,5535,5535,5535,5535,5535,5535,5535,5535,5535,5535,5535,5651,5651,5651,5651,5651,5651,5650,5650,5650,5650,5650,5650,5778,5778,5778,5778,5778,5778,5778,5778,5778,5778,5778,5778,5768,5768
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5871,5831,5831,5831,5831,5831,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6094,6094
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5443,5453,5453,5453,5453,5491,5491,5491,5491,5491,5491,5491,5491,5491,5491,5491,5491,5516,5516,5516,5516,5516,5516,5515,5515,5515,5515,5515,5515,5720,5720,5720,5720,5720,5720,5720,5720,5720,5720,5720,5720,5716,5716
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486,5631,5631,5631,5666,5666,5666,5666,5666,5666,5666,5666,5666,5666,5666,5666,5651,5651,5651,5651,5651,5651,5650,5650,5650,5650,5650,5650,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5816,5816
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,5451,5451,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5488,5488,5488,5488,5488,5488,5485,5485,5485,5485,5485,5485,5616,5616,5616,5616,5616,5616,5616,5616,5616,5616,5616,5616,5626,5626
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522,5505,5631,5631,5631,5631,5631,5631,5631,5631,5631,5631,5631,5631,5632,5632,5632,5632,5632,5632,5631,5631,5631,5631,5631,5631,5862,5862,5862,5862,5862,5862,5862,5862,5862,5862,5862,5862,5867,5867
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501,5539,5539,5539,5539,5539,5539,5539,5539,5539,5539,5539,5539,5486,5486,5486,5486,5486,5486,5490,5490,5490,5490,5490,5490,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5835,5835
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5626,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5444,5444,5444,5444,5444,5444,5442,5442,5442,5442,5442,5442,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5607,5607
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743,5682,5682,5682,5682,5682,5682,5682,5682,5682,5682,5618,5618,5618,5618,5618,5618,5616,5616,5616,5616,5616,5616,5875,5875,5875,5875,5875,5875,5875,5875,5875,5875,5875,5875,5872,5872
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743,5785,5785,5785,5785,5785,5785,5785,5785,5785,5607,5607,5607,5607,5607,5607,5607,5607,5607,5607,5607,5607,5848,5848,5848,5848,5848,5848,5848,5848,5848,5848,5848,5848,5816,5816
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6044,5967,5967,5967,5967,5967,5967,5967,5967,6108,6108,6108,6108,6108,6108,6101,6101,6101,6101,6101,6101,6157,6157,6157,6157,6157,6157,6157,6157,6157,6157,6157,6157,6142,6142
2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666,5702,5702,5702,5702,5702,5702,5702,5688,5688,5688,5688,5688,5688,5689,5689,5689,5689,5689,5689,5821,5821,5821,5821,5821,5821,5821,5821,5821,5821,5821,5821,5851,5851
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6163,6116,6116,6116,6116,6116,6116,6125,6125,6125,6125,6125,6125,6125,6125,6125,6125,6125,6125,6371,6371,6371,6371,6371,6371,6371,6371,6371,6371,6371,6371,6351,6351
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170,6140,6140,6140,6140,6140,6200,6200,6200,6200,6200,6200,6202,6202,6202,6202,6202,6202,6349,6349,6349,6349,6349,6349,6349,6349,6349,6349,6349,6349,6354,6354
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6082,6090,6090,6090,6090,6046,6046,6046,6046,6046,6046,6044,6044,6044,6044,6044,6044,6352,6352,6352,6352,6352,6352,6352,6352,6352,6352,6352,6352,6335,6335
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6093,6177,6177,6177,6231,6231,6231,6231,6231,6231,6229,6229,6229,6229,6229,6229,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6239,6239
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996,5925,5925,6061,6061,6061,6061,6061,6061,6059,6059,6059,6059,6059,6059,6405,6405,6405,6405,6405,6405,6405,6405,6405,6405,6405,6405,6383,6383
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5879,5978,5933,5933,5933,5933,5933,5933,5931,5931,5931,5931,5931,5931,6163,6163,6163,6163,6163,6163,6163,6163,6163,6163,6163,6163,6204,6204
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5811,5667,5667,5667,5667,5667,5667,5669,5669,5669,5669,5669,5669,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6235,6235
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312,6228,6228,6228,6228,6228,6230,6230,6230,6230,6230,6230,6591,6591,6591,6591,6591,6591,6591,6591,6591,6591,6591,6591,6645,6645
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,6078,6078,6078,6078,6074,6074,6074,6074,6074,6074,6530,6530,6530,6530,6530,6530,6530,6530,6530,6530,6530,6530,6575,6575
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,6633,6633,6633,6638,6638,6638,6638,6638,6638,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6894,6865,6865
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6698,6840,6840,6840,6840,6840,6840,6840,6840,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,6985,6985
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6638,6659,6659,6659,6659,6659,6659,6659,7126,7126,7126,7126,7126,7126,7126,7126,7126,7126,7126,7126,7028,7028
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,6822,6822,6822,6822,6822,6822,7393,7393,7393,7393,7393,7393,7393,7393,7393,7393,7393,7393,7280,7280
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6939,7077,7077,7077,7077,7077,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7326,7326
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7136,7293,7293,7293,7293,7342,7342,7342,7342,7342,7342,7342,7342,7342,7342,7342,7342,7249,7249
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,6960,6960,6960,7392,7392,7392,7392,7392,7392,7392,7392,7392,7392,7392,7392,7282,7282
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7079,7131,7131,7593,7593,7593,7593,7593,7593,7593,7593,7593,7593,7593,7593,7237,7237
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6888,7166,7626,7626,7626,7626,7626,7626,7626,7626,7626,7626,7626,7626,7509,7509
2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7335,7479,7479,7479,7479,7479,7479,7479,7479,7479,7479,7479,7479,7303,7303
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7581,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7520,7520
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7087,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7048,7048
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7488,7474,7474,7474,7474,7474,7474,7474,7474,7474,7364,7364
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449,7372,7372,7372,7372,7372,7372,7372,7372,7284,7284
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7323,7384,7384,7384,7384,7384,7384,7384,7300,7300
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7348,7248,7248,7248,7248,7248,7248,7185,7185
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217,7174,7174,7174,7174,7174,7236,7236
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,7301,7301,7301,7301,7166,7166
2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7024,7032,7032,7032,7046,7046
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7267,7361,7361,7309,7309
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800,6787,6793,6793
2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6423,6552,6552
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,7012
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6882
