observation_date,W071RC1Q027SBEA_20130228,W071RC1Q027SBEA_20130328,W071RC1Q027SBEA_20130426,W071RC1Q027SBEA_20130530,W071RC1Q027SBEA_20130626,W071RC1Q027SBEA_20130731,W071RC1Q027SBEA_20130829,W071RC1Q027SBEA_20131107,W071RC1Q027SBEA_20131220,W071RC1Q027SBEA_20140130,W071RC1Q027SBEA_20140228,W071RC1Q027SBEA_20140327,W071RC1Q027SBEA_20140430,W071RC1Q027SBEA_20140529,W071RC1Q027SBEA_20140625,W071RC1Q027SBEA_20140730,W071RC1Q027SBEA_20140828,W071RC1Q027SBEA_20140926,W071RC1Q027SBEA_20141030,W071RC1Q027SBEA_20141125,W071RC1Q027SBEA_20141223,W071RC1Q027SBEA_20150130,W071RC1Q027SBEA_20150227,W071RC1Q027SBEA_20150327,W071RC1Q027SBEA_20150429,W071RC1Q027SBEA_20150529,W071RC1Q027SBEA_20150624,W071RC1Q027SBEA_20150730,W071RC1Q027SBEA_20150827,W071RC1Q027SBEA_20150925,W071RC1Q027SBEA_20151029,W071RC1Q027SBEA_20151124,W071RC1Q027SBEA_20151222,W071RC1Q027SBEA_20160129,W071RC1Q027SBEA_20160226,W071RC1Q027SBEA_20160325,W071RC1Q027SBEA_20160428,W071RC1Q027SBEA_20160527,W071RC1Q027SBEA_20160628,W071RC1Q027SBEA_20160729,W071RC1Q027SBEA_20160826,W071RC1Q027SBEA_20160929,W071RC1Q027SBEA_20161028,W071RC1Q027SBEA_20161129,W071RC1Q027SBEA_20161222,W071RC1Q027SBEA_20170127,W071RC1Q027SBEA_20170228,W071RC1Q027SBEA_20170330,W071RC1Q027SBEA_20170428,W071RC1Q027SBEA_20170629,W071RC1Q027SBEA_20170728,W071RC1Q027SBEA_20170830,W071RC1Q027SBEA_20170928,W071RC1Q027SBEA_20171027,W071RC1Q027SBEA_20171129,W071RC1Q027SBEA_20171221,W071RC1Q027SBEA_20180126,W071RC1Q027SBEA_20180228,W071RC1Q027SBEA_20180328,W071RC1Q027SBEA_20180427,W071RC1Q027SBEA_20180530,W071RC1Q027SBEA_20180628,W071RC1Q027SBEA_20180727,W071RC1Q027SBEA_20180829,W071RC1Q027SBEA_20180927,W071RC1Q027SBEA_20181026,W071RC1Q027SBEA_20181128,W071RC1Q027SBEA_20181221,W071RC1Q027SBEA_20190228,W071RC1Q027SBEA_20190328,W071RC1Q027SBEA_20190426,W071RC1Q027SBEA_20190530,W071RC1Q027SBEA_20190627,W071RC1Q027SBEA_20190726,W071RC1Q027SBEA_20190829,W071RC1Q027SBEA_20190926,W071RC1Q027SBEA_20191030,W071RC1Q027SBEA_20191127,W071RC1Q027SBEA_20191220,W071RC1Q027SBEA_20200130,W071RC1Q027SBEA_20200227,W071RC1Q027SBEA_20200326,W071RC1Q027SBEA_20200429,W071RC1Q027SBEA_20200528,W071RC1Q027SBEA_20200625,W071RC1Q027SBEA_20200730,W071RC1Q027SBEA_20200827,W071RC1Q027SBEA_20200930,W071RC1Q027SBEA_20201029,W071RC1Q027SBEA_20201125,W071RC1Q027SBEA_20201222,W071RC1Q027SBEA_20210128,W071RC1Q027SBEA_20210225
1993-04-01,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.3,138.31,138.31,138.31,138.31,138.31,138.31,138.31,138.31,138.31,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253,138.253
1993-07-01,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.6,143.566,143.566,143.566,143.566,143.566,143.566,143.566,143.566,143.566,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585,143.585
1993-10-01,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.941,145.941,145.941,145.941,145.941,145.941,145.941,145.941,145.941,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762,145.762
1994-01-01,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.892,146.892,146.892,146.892,146.892,146.892,146.892,146.892,146.892,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926,146.926
1994-04-01,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.9,141.914,141.914,141.914,141.914,141.914,141.914,141.914,141.914,141.914,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918,141.918
1994-07-01,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.151,151.151,151.151,151.151,151.151,151.151,151.151,151.151,151.151,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161,151.161
1994-10-01,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.003,152.003,152.003,152.003,152.003,152.003,152.003,152.003,152.003,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957,151.957
1995-01-01,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.833,156.833,156.833,156.833,156.833,156.833,156.833,156.833,156.833,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933
1995-04-01,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.354,152.354,152.354,152.354,152.354,152.354,152.354,152.354,152.354,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431,152.431
1995-07-01,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.6,160.645,160.645,160.645,160.645,160.645,160.645,160.645,160.645,160.645,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667,160.667
1995-10-01,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.604,162.604,162.604,162.604,162.604,162.604,162.604,162.604,162.604,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407,162.407
1996-01-01,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.3,165.285,165.285,165.285,165.285,165.285,165.285,165.285,165.285,165.285,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341,165.341
1996-04-01,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.897,165.897,165.897,165.897,165.897,165.897,165.897,165.897,165.897,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925,165.925
1996-07-01,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.346,169.346,169.346,169.346,169.346,169.346,169.346,169.346,169.346,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323,169.323
1996-10-01,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.164,174.164,174.164,174.164,174.164,174.164,174.164,174.164,174.164,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106,174.106
1997-01-01,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.782,177.782,177.782,177.782,177.782,177.782,177.782,177.782,177.782,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785,177.785
1997-04-01,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.887,176.887,176.887,176.887,176.887,176.887,176.887,176.887,176.887,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937,176.937
1997-07-01,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.075,184.075,184.075,184.075,184.075,184.075,184.075,184.075,184.075,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074,184.074
1997-10-01,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.248,189.248,189.248,189.248,189.248,189.248,189.248,189.248,189.248,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2,189.2
1998-01-01,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.535,195.535,195.535,195.535,195.535,195.535,195.535,195.535,195.535,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559,195.559
1998-04-01,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.439,201.439,201.439,201.439,201.439,201.439,201.439,201.439,201.439,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443,201.443
1998-07-01,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.602,201.602,201.602,201.602,201.602,201.602,201.602,201.602,201.602,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596,201.596
1998-10-01,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.308,206.308,206.308,206.308,206.308,206.308,206.308,206.308,206.308,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288,206.288
1999-01-01,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.14,208.14,208.14,208.14,208.14,208.14,208.14,208.14,208.14,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166,208.166
1999-04-01,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.4,209.393,209.393,209.393,209.393,209.393,209.393,209.393,209.393,209.393,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398,209.398
1999-07-01,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.4,216.433,216.433,216.433,216.433,216.433,216.433,216.433,216.433,216.433,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423,216.423
1999-10-01,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,223.978,223.978,223.978,223.978,223.978,223.978,223.978,223.978,223.978,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96,223.96
2000-01-01,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.121,232.121,232.121,232.121,232.121,232.121,232.121,232.121,232.121,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154,232.154
2000-04-01,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.3,243.253,243.253,243.253,243.253,243.253,243.253,243.253,243.253,243.253,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31,243.31
2000-07-01,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.7,236.676,236.676,236.676,236.676,236.676,236.676,236.676,236.676,236.676,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592,236.592
2000-10-01,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.782,234.782,234.782,234.782,234.782,234.782,234.782,234.782,234.782,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779,234.779
2001-01-01,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.753,250.753,250.753,250.753,250.753,250.753,250.753,250.753,250.753,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917,250.917
