observation_date,W009RC1Q027SBEA_20130228,W009RC1Q027SBEA_20130328,W009RC1Q027SBEA_20130426,W009RC1Q027SBEA_20130626,W009RC1Q027SBEA_20130731,W009RC1Q027SBEA_20130926,W009RC1Q027SBEA_20131107,W009RC1Q027SBEA_20140130,W009RC1Q027SBEA_20140327,W009RC1Q027SBEA_20140430,W009RC1Q027SBEA_20140730,W009RC1Q027SBEA_20141030,W009RC1Q027SBEA_20141223,W009RC1Q027SBEA_20150130,W009RC1Q027SBEA_20150429,W009RC1Q027SBEA_20150529,W009RC1Q027SBEA_20150624,W009RC1Q027SBEA_20150730,W009RC1Q027SBEA_20150925,W009RC1Q027SBEA_20151029,W009RC1Q027SBEA_20151222,W009RC1Q027SBEA_20160129,W009RC1Q027SBEA_20160226,W009RC1Q027SBEA_20160325,W009RC1Q027SBEA_20160428,W009RC1Q027SBEA_20160527,W009RC1Q027SBEA_20160628,W009RC1Q027SBEA_20160729,W009RC1Q027SBEA_20160929,W009RC1Q027SBEA_20161028,W009RC1Q027SBEA_20161222,W009RC1Q027SBEA_20170127,W009RC1Q027SBEA_20170330,W009RC1Q027SBEA_20170428,W009RC1Q027SBEA_20170629,W009RC1Q027SBEA_20170728,W009RC1Q027SBEA_20171027,W009RC1Q027SBEA_20171221,W009RC1Q027SBEA_20180126,W009RC1Q027SBEA_20180228,W009RC1Q027SBEA_20180328,W009RC1Q027SBEA_20180427,W009RC1Q027SBEA_20180530,W009RC1Q027SBEA_20180727,W009RC1Q027SBEA_20180829,W009RC1Q027SBEA_20180927,W009RC1Q027SBEA_20181026,W009RC1Q027SBEA_20181128,W009RC1Q027SBEA_20181221,W009RC1Q027SBEA_20190228,W009RC1Q027SBEA_20190328,W009RC1Q027SBEA_20190426,W009RC1Q027SBEA_20190530,W009RC1Q027SBEA_20190627,W009RC1Q027SBEA_20190726,W009RC1Q027SBEA_20190829,W009RC1Q027SBEA_20190926,W009RC1Q027SBEA_20191030,W009RC1Q027SBEA_20191127,W009RC1Q027SBEA_20191220,W009RC1Q027SBEA_20200130,W009RC1Q027SBEA_20200326,W009RC1Q027SBEA_20200429,W009RC1Q027SBEA_20200528,W009RC1Q027SBEA_20200625,W009RC1Q027SBEA_20200730,W009RC1Q027SBEA_20200930,W009RC1Q027SBEA_20201029,W009RC1Q027SBEA_20201222,W009RC1Q027SBEA_20210128,W009RC1Q027SBEA_20210225
2004-07-01,23.4,23.4,23.4,23.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.387,25.387,25.387,25.387,25.387,25.387,25.387,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569,43.569
2004-10-01,23.6,23.6,23.6,23.6,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.808,26.808,26.808,26.808,26.808,26.808,26.808,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52
2005-01-01,23.9,23.9,23.9,23.9,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.995,26.995,26.995,26.995,26.995,26.995,26.995,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216,45.216
2005-04-01,24.3,24.3,24.3,24.3,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.429,27.429,27.429,27.429,27.429,27.429,27.429,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7
2005-07-01,23.8,23.8,23.8,23.8,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.463,27.463,27.463,27.463,27.463,27.463,27.463,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866,48.866
2005-10-01,22.8,22.8,22.8,22.8,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.112,27.112,27.112,27.112,27.112,27.112,27.112,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258,52.258
2006-01-01,24.3,24.3,24.3,24.3,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.007,28.007,28.007,28.007,28.007,28.007,28.007,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745,54.745
2006-04-01,25.5,25.5,25.5,25.5,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.23,29.23,29.23,29.23,29.23,29.23,29.23,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096,58.096
2006-07-01,26.5,26.5,26.5,26.5,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.422,28.422,28.422,28.422,28.422,28.422,28.422,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89
2006-10-01,28.2,28.2,28.2,28.2,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.145,30.145,30.145,30.145,30.145,30.145,30.145,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536,59.536
2007-01-01,28.2,28.2,28.2,28.2,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.633,31.633,31.633,31.633,31.633,31.633,31.633,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713,69.713
2007-04-01,29.0,29.0,29.0,29.0,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.266,32.266,32.266,32.266,32.266,32.266,32.266,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452
2007-07-01,30.3,30.3,30.3,30.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.333,34.333,34.333,34.333,34.333,34.333,34.333,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984,68.984
2007-10-01,31.5,31.5,31.5,31.5,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.393,35.393,35.393,35.393,35.393,35.393,35.393,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054,65.054
2008-01-01,31.5,31.5,31.5,31.5,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.435,35.435,35.435,35.435,35.435,35.435,35.435,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873,70.873
2008-04-01,32.6,32.6,32.6,32.6,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.364,36.364,36.364,36.364,36.364,36.364,36.364,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273
2008-07-01,30.6,30.6,30.6,30.6,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.27,34.27,34.27,34.27,34.27,34.27,34.27,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163,55.163
2008-10-01,27.9,27.9,27.9,27.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.402,29.402,29.402,29.402,29.402,29.402,29.402,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139,64.139
2009-01-01,39.6,39.6,39.6,39.6,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.487,41.487,41.487,41.487,41.487,41.487,41.487,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457,63.457
2009-04-01,49.6,49.6,49.6,49.6,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.419,50.419,50.419,50.419,50.419,50.419,50.419,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711,86.711
2009-07-01,48.3,48.3,48.3,48.3,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.991,47.991,47.991,47.991,47.991,47.991,47.991,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904,106.904
2009-10-01,54.7,54.7,54.7,54.7,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.234,54.234,54.234,54.234,54.234,54.234,54.234,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906,130.906
2010-01-01,49.8,49.8,49.8,49.8,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.855,48.855,48.855,48.855,48.855,48.855,48.855,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87,122.87
2010-04-01,52.2,52.2,52.2,52.2,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.037,53.037,53.037,53.037,53.037,53.037,53.037,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072,124.072
2010-07-01,55.0,55.0,55.0,55.0,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.753,57.753,57.753,57.753,57.753,57.753,57.753,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363,142.363
2010-10-01,54.8,54.8,54.8,54.8,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.671,58.671,58.671,58.671,58.671,58.671,58.671,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834,145.834
2011-01-01,55.7,55.7,55.7,55.7,59.3,59.3,59.3,59.3,59.3,59.3,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.86,57.86,57.86,57.86,57.86,57.86,57.86,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322,146.322
2011-04-01,55.6,55.6,55.6,55.6,58.2,58.2,58.2,58.2,58.2,58.2,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.672,56.672,56.672,56.672,56.672,56.672,56.672,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416,134.416
2011-07-01,55.5,55.5,55.5,55.5,57.5,57.5,57.5,57.5,57.5,57.5,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.388,56.388,56.388,56.388,56.388,56.388,56.388,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457,123.457
2011-10-01,54.5,54.5,54.5,54.5,54.8,54.8,54.8,54.8,54.8,54.8,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.688,54.688,54.688,54.688,54.688,54.688,54.688,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425,117.425
2012-01-01,54.7,54.7,54.7,54.7,53.9,53.9,53.9,53.9,53.9,53.9,54.4,54.4,54.4,54.4,54.4,54.4,54.4,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.796,53.796,53.796,53.796,53.796,53.796,53.796,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276,153.276
2012-04-01,53.2,53.2,53.2,53.2,52.2,52.2,52.2,52.2,52.2,52.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.097,52.097,52.097,52.097,52.097,52.097,52.097,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771,142.771
2012-07-01,53.0,53.0,53.0,53.0,52.2,52.2,52.2,52.2,52.2,52.2,53.3,53.3,53.3,53.3,53.3,53.3,53.3,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.125,52.125,52.125,52.125,52.125,52.125,52.125,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416,137.416
2012-10-01,52.7,52.4,52.4,52.4,53.3,53.3,53.3,53.3,53.3,53.3,53.6,53.6,53.6,53.6,53.6,53.6,53.6,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.529,52.529,52.529,52.529,52.529,52.529,52.529,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04,131.04
2013-01-01,,,72.9,72.2,74.1,74.1,74.1,74.1,74.1,74.1,73.7,73.7,73.7,73.7,73.7,73.7,73.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.835,72.835,72.835,72.835,72.835,72.835,72.835,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811,140.811
2013-04-01,,,,,299.9,299.6,299.6,299.6,299.6,299.6,299.5,299.5,299.5,299.5,299.5,299.5,299.5,298.3,298.3,298.3,298.3,298.3,298.3,298.3,298.3,298.3,298.3,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.384,298.384,298.384,298.384,298.384,298.384,298.384,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854,374.854
2013-07-01,,,,,,,93.4,93.4,93.4,93.4,93.6,93.6,93.6,93.6,93.6,93.6,93.6,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,91.978,91.978,91.978,91.978,91.978,91.978,91.978,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632,175.632
2013-10-01,,,,,,,,191.3,191.0,191.0,192.2,192.2,192.2,192.2,192.2,192.2,192.2,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.063,190.063,190.063,190.063,190.063,190.063,190.063,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197,281.197
2014-01-01,,,,,,,,,,104.2,106.8,106.8,106.8,106.8,106.8,106.8,106.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.1,104.118,104.118,104.118,104.118,104.118,104.118,104.118,206.864,206.864,206.864,206.864,206.864,206.864,206.864,206.864,206.864,206.864,206.864,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858,206.858
2014-04-01,,,,,,,,,,,78.6,78.6,78.6,78.6,78.6,78.6,78.6,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.5,75.485,75.485,75.485,75.485,75.485,75.485,75.485,177.73,177.73,177.73,177.73,177.73,177.73,177.73,177.73,177.73,177.73,177.73,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697,177.697
2014-07-01,,,,,,,,,,,,61.4,61.1,61.1,61.1,61.1,61.1,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,58.3,58.275,58.275,58.275,58.275,58.275,58.275,58.275,149.898,149.898,149.898,149.898,149.898,149.898,149.898,149.898,149.898,149.898,149.898,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831,149.831
2014-10-01,,,,,,,,,,,,,,65.8,65.8,65.8,65.8,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,62.4,62.408,62.408,62.408,62.408,62.408,62.408,62.408,152.454,152.454,152.454,152.454,152.454,152.454,152.454,152.454,152.454,152.454,152.454,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485,152.485
2015-01-01,,,,,,,,,,,,,,,49.1,49.0,49.2,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,44.5,44.486,44.486,44.486,44.486,44.486,44.486,44.486,131.036,131.036,131.036,131.036,131.036,131.036,131.036,131.036,131.036,131.036,131.036,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.079,131.079,131.079,131.079,131.079,131.079
2015-04-01,,,,,,,,,,,,,,,,,,45.4,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,43.3,43.303,43.303,43.303,43.303,43.303,43.303,43.303,135.223,135.223,135.223,135.223,135.223,135.223,135.223,135.223,135.223,135.223,135.223,135.184,135.184,135.184,135.184,135.184,135.184,135.184,135.184,135.184,135.184,135.184,135.396,135.396,135.396,135.396,135.396,135.396
2015-07-01,,,,,,,,,,,,,,,,,,,,68.6,69.5,69.5,69.5,69.5,69.5,69.5,69.5,67.6,67.6,67.6,67.6,67.6,67.6,67.6,67.6,67.1,67.057,67.057,67.057,67.057,67.057,67.057,67.057,161.03,161.03,161.03,161.03,161.03,161.03,161.03,161.03,161.03,161.03,161.03,161.016,161.016,161.016,161.016,161.016,161.016,161.016,161.016,161.016,161.016,161.016,161.714,161.714,161.714,161.714,161.714,161.714
