observation_date,A006RD3Q086SBEA_20130228,A006RD3Q086SBEA_20130328,A006RD3Q086SBEA_20130426,A006RD3Q086SBEA_20130530,A006RD3Q086SBEA_20130626,A006RD3Q086SBEA_20130731,A006RD3Q086SBEA_20140110,A006RD3Q086SBEA_20140130,A006RD3Q086SBEA_20140228,A006RD3Q086SBEA_20140327,A006RD3Q086SBEA_20140430,A006RD3Q086SBEA_20140529,A006RD3Q086SBEA_20140625,A006RD3Q086SBEA_20140730,A006RD3Q086SBEA_20140828,A006RD3Q086SBEA_20140926,A006RD3Q086SBEA_20141030,A006RD3Q086SBEA_20141125,A006RD3Q086SBEA_20141223,A006RD3Q086SBEA_20150130,A006RD3Q086SBEA_20150227,A006RD3Q086SBEA_20150327,A006RD3Q086SBEA_20150429,A006RD3Q086SBEA_20150529,A006RD3Q086SBEA_20150624,A006RD3Q086SBEA_20150730,A006RD3Q086SBEA_20150827,A006RD3Q086SBEA_20150925,A006RD3Q086SBEA_20151029,A006RD3Q086SBEA_20151124,A006RD3Q086SBEA_20151222,A006RD3Q086SBEA_20160129,A006RD3Q086SBEA_20160226,A006RD3Q086SBEA_20160325,A006RD3Q086SBEA_20160428,A006RD3Q086SBEA_20160527,A006RD3Q086SBEA_20160628,A006RD3Q086SBEA_20160729,A006RD3Q086SBEA_20160826,A006RD3Q086SBEA_20160929,A006RD3Q086SBEA_20161028,A006RD3Q086SBEA_20161129,A006RD3Q086SBEA_20170127,A006RD3Q086SBEA_20170228,A006RD3Q086SBEA_20170330,A006RD3Q086SBEA_20170428,A006RD3Q086SBEA_20170526,A006RD3Q086SBEA_20170629,A006RD3Q086SBEA_20170728,A006RD3Q086SBEA_20170830,A006RD3Q086SBEA_20170928,A006RD3Q086SBEA_20171027,A006RD3Q086SBEA_20171129,A006RD3Q086SBEA_20171221,A006RD3Q086SBEA_20180126,A006RD3Q086SBEA_20180228,A006RD3Q086SBEA_20180328,A006RD3Q086SBEA_20180427,A006RD3Q086SBEA_20180530,A006RD3Q086SBEA_20180628,A006RD3Q086SBEA_20180727,A006RD3Q086SBEA_20180829,A006RD3Q086SBEA_20180927,A006RD3Q086SBEA_20181026,A006RD3Q086SBEA_20181128,A006RD3Q086SBEA_20181221,A006RD3Q086SBEA_20190228,A006RD3Q086SBEA_20190328,A006RD3Q086SBEA_20190426,A006RD3Q086SBEA_20190530,A006RD3Q086SBEA_20190627,A006RD3Q086SBEA_20190726,A006RD3Q086SBEA_20190829,A006RD3Q086SBEA_20190926,A006RD3Q086SBEA_20191030,A006RD3Q086SBEA_20191127,A006RD3Q086SBEA_20191220,A006RD3Q086SBEA_20200130,A006RD3Q086SBEA_20200227,A006RD3Q086SBEA_20200326,A006RD3Q086SBEA_20200429,A006RD3Q086SBEA_20200528,A006RD3Q086SBEA_20200625,A006RD3Q086SBEA_20200730
2005-01-01,98.196,98.196,98.196,98.196,98.196,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,92.899,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526,93.526
2005-04-01,99.25,99.25,99.25,99.25,99.25,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,93.881,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421,94.421
2005-07-01,100.54,100.54,100.54,100.54,100.54,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.085,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244,95.244
2005-10-01,101.948,101.948,101.948,101.948,101.948,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.305,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407,96.407
2006-01-01,103.099,103.099,103.099,103.099,103.099,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.326,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312,97.312
2006-04-01,103.931,103.931,103.931,103.931,103.931,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.868,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926,97.926
2006-07-01,104.58,104.58,104.58,104.58,104.58,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.416,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311,98.311
2006-10-01,105.529,105.529,105.529,105.529,105.529,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998,98.998
2007-01-01,106.163,106.163,106.163,106.163,106.163,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27
2007-04-01,106.231,106.231,106.231,106.231,106.231,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.896,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474,99.474
2007-07-01,106.302,106.302,106.302,106.302,106.302,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995,99.995
2007-10-01,106.448,106.448,106.448,106.448,106.448,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,100.207,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604,99.604
2008-01-01,106.323,106.323,106.323,106.323,106.323,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243,99.243
2008-04-01,106.983,106.983,106.983,106.983,106.983,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.835,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165,100.165
2008-07-01,107.839,107.839,107.839,107.839,107.839,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,101.335,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511,100.511
2008-10-01,109.648,109.648,109.648,109.648,109.648,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.423,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737,102.737
2009-01-01,108.566,108.566,108.566,108.566,108.566,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.779,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411,101.411
2009-04-01,106.756,106.756,106.756,106.756,106.756,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,100.293,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539
2009-07-01,105.078,105.078,105.078,105.078,105.078,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.987,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576,98.576
2009-10-01,104.558,104.558,104.558,104.558,104.558,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,98.896,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941,97.941
2010-01-01,104.338,104.338,104.338,104.338,104.338,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,98.839,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652,97.652
2010-04-01,104.755,104.755,104.755,104.755,104.755,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,98.857,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819,97.819
2010-07-01,104.867,104.867,104.867,104.867,104.867,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,99.033,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465,97.465
2010-10-01,105.143,105.143,105.143,105.143,105.143,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,99.553,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861
2011-01-01,105.674,105.674,105.674,105.674,105.674,99.817,99.817,99.817,99.817,99.817,99.817,99.817,99.817,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,99.884,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294,98.294
2011-04-01,106.295,106.295,106.295,106.295,106.295,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,100.213,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343,98.343
2011-07-01,106.797,106.797,106.797,106.797,106.797,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,100.641,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106,99.106
2011-10-01,106.63,106.63,106.63,106.63,106.63,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,100.903,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195,99.195
2012-01-01,107.234,107.234,107.234,107.234,107.234,101.063,101.063,101.063,101.063,101.063,101.063,101.063,101.063,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.315,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,101.284,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635,99.635
2012-04-01,107.545,107.545,107.545,107.545,107.545,101.488,101.488,101.488,101.488,101.488,101.488,101.488,101.488,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.688,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,101.833,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014,100.014
2012-07-01,107.845,107.845,107.845,107.845,107.845,101.498,101.498,101.498,101.498,101.498,101.498,101.498,101.498,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.739,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836,99.836
2012-10-01,108.254,108.27,108.27,108.27,108.27,102.382,102.382,102.382,102.382,102.382,102.382,102.382,102.382,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,102.402,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51
2013-01-01,,,108.727,108.795,108.848,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.011,103.011,103.011,103.011,103.011,103.011,103.011,103.011,103.011,103.011,103.011,103.011,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.923,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,102.931,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568,100.568
2013-04-01,,,,,,103.81,103.805,103.805,103.805,103.805,103.805,103.805,103.805,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.341,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.281,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,103.257,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8
2013-07-01,,,,,,,104.218,104.218,104.218,104.218,104.218,104.218,104.218,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.778,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.503,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,103.54,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708,100.708
2013-10-01,,,,,,,,104.688,104.68,104.641,104.641,104.641,104.641,104.193,104.193,104.193,104.193,104.193,104.193,104.193,104.193,104.193,104.193,104.193,104.193,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.884,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,103.959,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408,101.408
