observation_date,A918RC1Q027SBEA_20130228,A918RC1Q027SBEA_20130426,A918RC1Q027SBEA_20130731,A918RC1Q027SBEA_20130829,A918RC1Q027SBEA_20130926,A918RC1Q027SBEA_20131107,A918RC1Q027SBEA_20131205,A918RC1Q027SBEA_20131220,A918RC1Q027SBEA_20140130,A918RC1Q027SBEA_20140228,A918RC1Q027SBEA_20140327,A918RC1Q027SBEA_20140430,A918RC1Q027SBEA_20140529,A918RC1Q027SBEA_20140730,A918RC1Q027SBEA_20140828,A918RC1Q027SBEA_20140926,A918RC1Q027SBEA_20141030,A918RC1Q027SBEA_20141125,A918RC1Q027SBEA_20150130,A918RC1Q027SBEA_20150227,A918RC1Q027SBEA_20150429,A918RC1Q027SBEA_20150529,A918RC1Q027SBEA_20150624,A918RC1Q027SBEA_20150730,A918RC1Q027SBEA_20150827,A918RC1Q027SBEA_20151029,A918RC1Q027SBEA_20151124,A918RC1Q027SBEA_20151222,A918RC1Q027SBEA_20160129,A918RC1Q027SBEA_20160428,A918RC1Q027SBEA_20160527,A918RC1Q027SBEA_20160729,A918RC1Q027SBEA_20160826,A918RC1Q027SBEA_20161028,A918RC1Q027SBEA_20161129,A918RC1Q027SBEA_20170127,A918RC1Q027SBEA_20170428,A918RC1Q027SBEA_20170526,A918RC1Q027SBEA_20170728,A918RC1Q027SBEA_20170830,A918RC1Q027SBEA_20171027,A918RC1Q027SBEA_20171129,A918RC1Q027SBEA_20171221,A918RC1Q027SBEA_20180126,A918RC1Q027SBEA_20180228,A918RC1Q027SBEA_20180328,A918RC1Q027SBEA_20180427,A918RC1Q027SBEA_20180530,A918RC1Q027SBEA_20180628,A918RC1Q027SBEA_20180727,A918RC1Q027SBEA_20180829,A918RC1Q027SBEA_20180927,A918RC1Q027SBEA_20181026,A918RC1Q027SBEA_20181128,A918RC1Q027SBEA_20181221,A918RC1Q027SBEA_20190228,A918RC1Q027SBEA_20190328,A918RC1Q027SBEA_20190426,A918RC1Q027SBEA_20190530,A918RC1Q027SBEA_20190627,A918RC1Q027SBEA_20190726,A918RC1Q027SBEA_20190926,A918RC1Q027SBEA_20191030,A918RC1Q027SBEA_20191127,A918RC1Q027SBEA_20191220,A918RC1Q027SBEA_20200130,A918RC1Q027SBEA_20200227,A918RC1Q027SBEA_20200326,A918RC1Q027SBEA_20200429,A918RC1Q027SBEA_20200528,A918RC1Q027SBEA_20200625,A918RC1Q027SBEA_20200730,A918RC1Q027SBEA_20200827,A918RC1Q027SBEA_20200930,A918RC1Q027SBEA_20201029,A918RC1Q027SBEA_20201125,A918RC1Q027SBEA_20201222,A918RC1Q027SBEA_20210128,A918RC1Q027SBEA_20210225
1996-01-01,82.0,82.0,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.544,152.544,152.544,152.544,152.544,152.544,152.544,152.544,152.544,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018,154.018
1996-04-01,81.9,81.9,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.448,152.448,152.448,152.448,152.448,152.448,152.448,152.448,152.448,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593,153.593
1996-07-01,81.9,81.9,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.412,152.412,152.412,152.412,152.412,152.412,152.412,152.412,152.412,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936,153.936
1996-10-01,81.9,81.9,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.204,152.204,152.204,152.204,152.204,152.204,152.204,152.204,152.204,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117,153.117
1997-01-01,82.4,82.4,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.5,152.508,152.508,152.508,152.508,152.508,152.508,152.508,152.508,152.508,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552,153.552
1997-04-01,82.5,82.5,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572,154.572
1997-07-01,82.5,82.5,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.344,153.344,153.344,153.344,153.344,153.344,153.344,153.344,153.344,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53,154.53
1997-10-01,82.7,82.7,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.1,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565,154.565
1998-01-01,82.3,82.3,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.72,152.72,152.72,152.72,152.72,152.72,152.72,152.72,152.72,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217,154.217
1998-04-01,82.7,82.7,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.3,153.296,153.296,153.296,153.296,153.296,153.296,153.296,153.296,153.296,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463,155.463
1998-07-01,82.9,82.9,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.7,153.688,153.688,153.688,153.688,153.688,153.688,153.688,153.688,153.688,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57,155.57
1998-10-01,83.3,83.3,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.604,154.604,154.604,154.604,154.604,154.604,154.604,154.604,154.604,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388,156.388
1999-01-01,84.0,84.0,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.2,155.244,155.244,155.244,155.244,155.244,155.244,155.244,155.244,155.244,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568,156.568
1999-04-01,84.7,84.7,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.324,156.324,156.324,156.324,156.324,156.324,156.324,156.324,156.324,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534,157.534
1999-07-01,85.4,85.4,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.004,157.004,157.004,157.004,157.004,157.004,157.004,157.004,157.004,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29,158.29
1999-10-01,86.1,86.1,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.6,158.624,158.624,158.624,158.624,158.624,158.624,158.624,158.624,158.624,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218,160.218
2000-01-01,87.2,87.2,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.008,160.008,160.008,160.008,160.008,160.008,160.008,160.008,160.008,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048,162.048
2000-04-01,87.5,87.5,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.04,161.04,161.04,161.04,161.04,161.04,161.04,161.04,161.04,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838,162.838
2000-07-01,88.1,88.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.1,162.096,162.096,162.096,162.096,162.096,162.096,162.096,162.096,162.096,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736,163.736
2000-10-01,88.3,88.3,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.808,162.808,162.808,162.808,162.808,162.808,162.808,162.808,162.808,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858,163.858
2001-01-01,88.3,88.3,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.9,162.932,162.932,162.932,162.932,162.932,162.932,162.932,162.932,162.932,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975,163.975
2001-04-01,88.7,88.7,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.276,163.276,163.276,163.276,163.276,163.276,163.276,163.276,163.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276,164.276
2001-07-01,88.8,88.8,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.368,163.368,163.368,163.368,163.368,163.368,163.368,163.368,163.368,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75
2001-10-01,88.7,88.7,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.6,163.608,163.608,163.608,163.608,163.608,163.608,163.608,163.608,163.608,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79
2002-01-01,88.8,88.8,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.1,164.072,164.072,164.072,164.072,164.072,164.072,164.072,164.072,164.072,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476,165.476
2002-04-01,88.9,88.9,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.488,164.488,164.488,164.488,164.488,164.488,164.488,164.488,164.488,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171,166.171
2002-07-01,89.1,89.1,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.4,165.352,165.352,165.352,165.352,165.352,165.352,165.352,165.352,165.352,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225,167.225
2002-10-01,89.8,89.8,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.2,166.212,166.212,166.212,166.212,166.212,166.212,166.212,166.212,166.212,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393,168.393
2003-01-01,90.2,90.2,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.7,167.656,167.656,167.656,167.656,167.656,167.656,167.656,167.656,167.656,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697,169.697
2003-04-01,90.7,90.7,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.364,169.364,169.364,169.364,169.364,169.364,169.364,169.364,169.364,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157,171.157
2003-07-01,91.1,91.1,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.272,171.272,171.272,171.272,171.272,171.272,171.272,171.272,171.272,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046,173.046
2003-10-01,91.4,91.4,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,172.968,172.968,172.968,172.968,172.968,172.968,172.968,172.968,172.968,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097,175.097
2004-01-01,92.6,92.6,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.04,175.04,175.04,175.04,175.04,175.04,175.04,175.04,175.04,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34,177.34
2004-04-01,94.1,94.1,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.4,177.38,177.38,177.38,177.38,177.38,177.38,177.38,177.38,177.38,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387,179.387
2004-07-01,95.5,95.5,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.7,179.66,179.66,179.66,179.66,179.66,179.66,179.66,179.66,179.66,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235,181.235
2004-10-01,97.1,97.1,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.408,182.408,182.408,182.408,182.408,182.408,182.408,182.408,182.408,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979,183.979
2005-01-01,98.8,98.8,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.2,185.172,185.172,185.172,185.172,185.172,185.172,185.172,185.172,185.172,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709,186.709
2005-04-01,99.7,99.7,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.928,187.928,187.928,187.928,187.928,187.928,187.928,187.928,187.928,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111,189.111
2005-07-01,100.9,100.9,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.624,190.624,190.624,190.624,190.624,190.624,190.624,190.624,190.624,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665,191.665
